比尔有9颗弹球,吉姆比比尔少7颗.请问比尔有几颗弹球?
吉诺有63根冰棒,给了我50根.他还剩多少根冰棒棍?
李诺早上在海边捡了324个贝壳下午又放了2920个?她总共有多少个贝壳?
有698个孩子参加了测试.105年过去了.有多少人要再坐一次?
上周六,玛丽卖出了425份杂志和报纸.如果她卖了275份报纸,那她卖了多少份杂志?
篱笆上有12只鸟.鸟儿飞走了.篱笆上有多少只鸟?
22个男孩站在滑梯附近.又有13个男孩从滑梯上滑了下来.有多少男孩没滑下滑梯?
20只鸭子在湖里游泳.13个鸭子离开.有多少只鸭子在湖里游泳?
博比有26块糖果.他吃了17块糖.鲍比还剩下多少块糖果?
桑迪有26条宠物鱼.她的猫吃了6个.桑迪现在有多少?
我们班从图书馆借了54本书.然后我们把23个给了另一个班.我们班从图书馆里还剩下多少书?
泰莎有10个苹果.安妮塔又给了她5个.她需要4个苹果做馅饼.还剩下多少?
特莎需要10个苹果做一个派.她有5个苹果,但安妮塔吃了4个.她还需要多少个苹果?
莫莉的蛋糕上有14根蜡烛.如果你拿走6根蜡烛.还剩下多少?
詹姆斯在晚餐前吃了22根胡萝卜.晚饭后他还剩15块.他吃了多少根胡萝卜棒?
乔瓦娜在她的桶里装满了12磅的炮弹.如果她从桶里取出5磅的贝壳,她有多少磅?
伊莎贝拉的头发有18英寸长.如果她剪掉4英寸,会有多长?
谢里丹夫人养了17只猫.谢里丹夫人送出了14只猫.谢里丹夫人现在有多少只猫?
谢里丹夫人有47条鱼.她给了她姐姐22条鱼.她现在有多少条鱼?
如果海涅恩夫人想要把3块心饼干分给她的2只狗,每只狗能得到多少钱?
凯德有87颗弹珠.迪伦给了他8分.他现在有多少?
迈克尔有49条鱼.本又给了他18条鱼.他现在有多少?
阿丽莎有129块饼干.艾雅娜有140.艾雅娜和艾丽莎一共有多少块饼干?
丹尼尔吃了54面.他给了威廉12条面条.丹尼尔还剩多少面条?
海莉有25个肉丸.柯尔斯顿又给了她11个.海莉现在有多少肉丸了?
伊莎贝拉的头发有18英寸长.她刚剪掉了9英寸.她剪头发前头发有多长?
乔瓦娜的桶里有五磅弹壳.她加了28磅的炮弹.她有多少磅?
伊莎的铅笔有31英寸长.她刚削掉14英寸.她的铅笔在削尖之前有多长?
谢里丹夫人养了11只猫.她又买了43个.她现在有多少只猫?
王太太收到了30张情人节贺卡.她的孩子们又给了她8个情人节礼物.她现在有多少?
富兰克林夫人收到了58张情人节贺卡.富兰克林夫人还需要16个才能给她所有的学生送一个情人节礼物.富兰克林夫人有多少学生?
斯奈德太太做了86块红饼干和36块粉饼干.她总共做了多少块饼干?
圣地亚哥夫人有58朵红玫瑰.加勒特夫人有24个.玫瑰的总数是多少?
21只鸟坐在树上.又有14只鸟飞走了.树上还剩多少只鸟?
42只鸟坐在树上.然后又有29只飞到了树上.树上有多少个?
辛迪的妈妈烤了41块饼干.保罗的爸爸吃了38个.还剩多少块饼干?
25个孩子坐在公共汽车上.在公共汽车站,18个孩子上了车.现在有多少孩子在乘坐公共汽车?
米沙有34美元.她多收了47美元.她现在有多少美元?
课间休息时,操场上有28个女孩和35个男孩.男孩比女孩多多少?
沼泽地里有58只鹅和37只鸭子.鹅比鸭子多多少?
保罗的篮子里有78颗草莓.他吃了42个.他现在有多少草莓?
罗宾有18块口香糖.她哥哥又给了她44块.罗宾现在有多少块口香糖?
汤米有60个气球.他妈妈给了他34个气球作为生日礼物.汤米现在有多少个气球?
有22个孩子在踢足球.如果14人决定回家,还有多少人会继续玩?
米奇有356片叶子.突然,又出现了112片树叶.米奇现在有几片叶子?
马库斯有210张棒球卡.卡特又给了他58张牌.马库斯现在有多少张棒球卡?
伊森有31件礼物.艾丽莎比伊森少22个.艾丽莎有多少礼物?
在一周的第一天,帕特有39张贴纸.帕特一周分发了22张贴纸.帕特在周末有多少贴图?
凯利有56个苹果,第二天她摘了105个.凯丽一共有多少个苹果?
托德有54块口香糖.史蒂夫又给了他16块.托德现在有多少块口香糖?
乔什有142支铅笔.他从多萝西那里得到31支铅笔.乔什现在有多少支铅笔?
内尔收集棒球卡.她有304张卡片.她的朋友杰夫给了她276张卡片.内尔现在有多少张牌?
莎拉有一些卡车.杰夫给了她13辆,现在她还有38辆卡车.莎拉一开始有多少辆卡车?
操场上有40个男孩和117个女孩.操场上有多少个孩子?
如果一个架子能放4张cd,那么需要多少个架子才能放8张cd ?
卡拉有一些弹珠.她买了134颗弹珠.她之前有187个弹珠.她现在有多少?
可莉elly有50款任天堂游戏.然后她又收到了35份.她现在有多少?
康妮有73颗弹珠.她给了胡安70英镑.康妮现在有多少弹珠了?
康妮有64支红色和蓝色的马克笔.其中41个是红色的.有多少支笔是蓝色的?
伊莎有58本书,借了19本书.伊莎有多少本书?
肖恩有45个口哨.查尔斯有32个口哨.他们一共有多少个哨子?
乔有50辆玩具车.如果他送出12辆车,他还剩多少辆?
谷仓里有64头猪.又有86头猪加入了他们.现在来了多少头猪?
罗莎有67朵花.安德烈又送了她90朵花.罗莎一共有多少朵花?
阿道夫用35块积木搭了一座塔.他在塔上又加了65个街区.现在塔里总共有多少个方块?
乔什收藏了16颗弹珠.他又找到了7颗弹珠.他现在有多少弹珠了?
梅根有19个贝壳.如果梅根发现了25个新贝壳,她现在有多少个了?
书架上有38本书.玛尔塔从书架上拿了10本书.现在书架上有多少本书?
希尔特太太花了99美分买了两个甜筒冰淇淋.每个冰淇淋蛋筒多少钱?
希尔特夫人想在她的花园周围围一条边.她在边境周围放置了125块石头.她还有64块石头.在她完整的疆界里,有多少石头呢?
希尔特夫人和她的姐姐开车去78英里外的音乐会.他们开了32英里,然后停下来加油.他们开了多少英里?
希尔特太太花了50美分买了一个热狗.她吃了6口热狗.每吃一口热狗要花多少钱?
希尔特太太想买50支铅笔.每支铅笔5美分.她需要多少钱?
希尔特夫人一共花了8美元买了3个披萨.每个披萨平均多少钱?
老鹰队得了7分.每触地得分3分.有多少次触地得分?
扎克在足球赛中得了42分.本得了21分.扎克和本总共贡献了多少分?
凯特有223便士.约翰有388便士.他们一共有多少便士?
蒂姆有50美分.他找到了45美分.他现在有多少钱?
金有5块口香糖.如果她给4个表兄弟每人等量的口香糖,他们每人能得到多少?
丹有3美元.他以1美元的价格卖了一块糖果.他现在有多少钱?
湖上有三艘船.总共有5个人在船上.平均每条船上有多少人?
查理有31个雪球.露西比他少19个雪球.她有多少?
兰迪有78个街区.安娜给了他19个街区.兰迪现在有几个街区了?
布莱恩有50个彩虹糖.本有20颗妙趣巧克力豆.他们总共有多少个彩虹糖和妙趣巧克力?
保罗生日得到了479支蜡笔.学年结束时,他又得到了134支蜡笔.保罗现在有多少支蜡笔?
米沙有47美元,简有34美元.他们一共有多少美元?
詹姆斯有39张贴纸.他又收到了61张贴纸作为生日礼物.詹姆斯总共有多少贴图?
课间休息时,操场上有27个男孩和35个女孩.每个男孩和一个女孩成双成对地回到屋里.现在操场上还有多少孩子?
沼泽地里有58只鹅和37只鸭子.沼泽里还有多少只鹅?
加里有73美元.他以55美元的价格卖掉了他的宠物蛇.加里现在有多少美元?
蝴蝶上有397个黑点.有12只蝴蝶.每只蝴蝶上有多少个黑点?
有37块饼干要放进袋子里.有19个袋子.每袋应该放多少块饼干?
如果18片口香糖的价格是136美分,那么每片口香糖的价格是多少?
五年级的剧本有27页.有16个孩子在玩.他们每一页要学多少页?
天堂公园的摩天轮有6个座位.14个人想要坐摩天轮.摩天轮要跑多少次才能让每个人都转一圈?
如果你总共有52株植物和15根柱子,那么每根柱子应该种植多少株植物?
沙盒长312厘米,宽146厘米.长与宽之比是多少?
莎拉摘了45个苹果.她哥哥摘的苹果是她的九倍.萨拉的哥哥摘了多少个苹果?
有261条鱼.每个鱼缸有23条鱼.有多少个鱼缸?
我们订了21个披萨.有8个人分享披萨.每个人吃多少片?
艾米丽从她的鸡舍里的28只母鸡中收集了303枚蛋.每只母鸡下了多少个蛋?
有84个叶.叶子上有139只瓢虫.每片叶子上平均有多少只瓢虫?
有544朵花.每个罐子里有32个.总共有多少个罐子?
你们班要开披萨派对.你买了5个披萨.有4个学生.如果平均分配,每个学生能得到多少披萨?
贝丝有4包蜡笔.每包里面有10支蜡笔.她把6支蜡笔送人了.贝丝一共有多少支蜡笔?
贝丝有4包蜡笔和10个朋友,包括她自己.她把狼群分给每个人.然后她在一个抽屉里发现了6包.如果她把这些留给自己,她总共有多少包?
泰德想在他的15个袋子里各放5块糖.泰德需要多少块糖才能做到这一点?
如果有500块巧克力需要装在6个盒子里,那么每个盒子有多少块呢?
玛莎有3个孩子,她想让每个孩子都吃18块小蛋糕.她需要买多少块蛋糕?
朱利安正在写一本漫画书.他的故事每页有143帧.如果他的书有11页,总共有多少帧?
杰西的房间需要12平方英尺的地毯.她的房间有八英尺宽.她的另一面墙有多长?
sprint团队有150人.如果他们每个人都跑5英里,他们总共跑多少英里?
做一件t恤需要四英尺的棉花.做60件t恤需要多少棉花?
卢卡斯在5场篮球比赛中得到12分.他每场得多少分?
我想把20加仑的汽油放进5加仑的罐子里.我需要多少个汽油罐?
烤4盘饼干需要7分钟.烤一锅饼干要多长时间?
梅丽莎在所有比赛中得分120分.如果她玩了10局,每局她得多少分?
约翰尼跑了10圈.他跑一圈需要3分钟.约翰尼跑了多长时间?
我们有一堆100粒种子.这些种子来自4个西瓜.每个里面有多少颗种子?
3辆车,每辆63人去动物园.有多少人要去动物园?
如果我买了80颗口香糖,每颗4美分,我需要多少钱?
玛吉有3包纸杯蛋糕.每个包里有4个小蛋糕.她吃了所有包装的纸杯蛋糕,然后又吃了5个.他总共吃了多少?
玛莉为她的万圣节派对准备了三张桌子.每张桌子可容纳12位客人.她能邀请多少客人?
沃伦有252张表.每张桌子可容纳4位客人.有多少客人?
亚瑟烤了35个松饼.他又烤了83个.亚瑟烤了多少松饼?
有22张贴纸.如果你有10页贴纸,平均每页贴纸的数量是多少?
为8个不同的儿童活动分别订购了96个纸杯蛋糕.总共需要做多少个纸杯蛋糕?
白色t恤可以6件一包的购买.如果妈妈想买71件t恤,她需要买多少包6件?
我有4个铅笔盒.如果我在每个盒子里装648支铅笔,我将有多少支铅笔?
戴夫叔叔有11个饥饿的侄女.如果他想给每个侄女143个冰淇淋三明治,他必须买多少个冰淇淋三明治?
亚当想买一艘5美元的船和一架4.28美元的飞机.他总共要花多少钱?
古兹曼先生买了4盒甜甜圈.如果每个盒子有48个甜甜圈,他有多少个甜甜圈?
苏门答腊一家在5天内行驶了250英里.他们每天开多少英里?
米尔堡镇有5256名成年人和儿童.2987是儿童.米尔堡有多少成年人?
丽莎租了4张dvd,每张4.8美元.她的租金是多少?
有一个装有3409块糖果的罐子.还有145个藏有奖品的秘密蛋.罐子里总共有多少物品?
三年级的学生乘坐8辆公交车去听音乐会.共有45名学生.每辆车上有多少学生?
124名学生有3颗星.每颗星星需要多少个学生共享?
餐厅里每张桌子坐着6个学生.有34张桌子.如果平均分配,每张桌子应该坐多少个学生?
泰勒有5只狗.这些狗一共生了15只小狗.每只狗有多少只小狗?
农夫有127个苹果.他的邻居给了他88磅苹果.他现在有多少磅苹果?
吉尔邀请了37个人参加她的生日聚会.如果每个披萨被分成8等份,每个人吃一片,那么一共吃了多少个披萨?
希尔特太太上周末烤了馅饼作为节日晚餐.她烤了16个核桃派和14个苹果派.她现在需要5倍的量.她要烤多少个派?
希尔特夫人给了3个人每人3.75美元.她总共捐了多少钱?
希尔特夫人读了4本书中的17章.每本书有多少章?
希尔特夫人量了一下从她的书桌到饮水机的距离.有30英尺.她把这次旅行分成四等份.希尔特夫人在去喷泉的路上每一段要走多少英尺?
如果露西有一个有212条鱼的鱼缸她把其中68条鱼移到另一个鱼缸,第一个鱼缸里还剩多少?
露西有212条鱼.然后她又买了280条鱼.她现在有多少条鱼?
一家宠物用品店有600袋狗粮,但他们收到了327袋猫粮.有多少个袋子?
532人在电影院看电影.有750个空位.剧院里有多少个座位?
有45磅橘子.每个袋子里有23磅橙子.有多少个袋子?
艾伦去旧货市场买椅子.她花了15美元.艾伦买了12把椅子,每把花了多少钱?
艾伯特有两条蛇.花园里的蛇有10英寸长.蟒蛇比花园蛇矮七倍.蟒蛇有多长?
艾伯特有15盒卷心菜.他想把这些除以12个人.每个人有多少个箱子?
玛丽以每小时12英里的速度骑了31英里.她骑了多长时间?
塔米在36小时内开了55英里.她在一小时内开了多远?
有504个苹果.做一个派需要4个苹果.有多少个馅饼?
给6个人每人24块饼干.你需要多少块饼干?
连续10天每晚读120页的书.这本书有多少页?
一份食谱需要18份麦片.每份2杯.需要多少个杯子?
一箱书重42磅.如果每本书重3磅,盒子里有多少本书?
弗兰克上周工作了4天,共8小时.如果他每天工作相同的时间,他每天工作多少小时?
如果一个完美的分数是21分,并且进行了3场比赛,那么每轮可以获得多少分?
一个巧克力片饼干的配方需要2杯巧克力片.如果你有23杯巧克力片,你能做多少批次?
为了参加“生命接力”,我在2小时内走了8英里.如果我保持同样的速度,我一小时走了多少英里?
我每1分钟走3英里.我走了15英里.我花了多少分钟?
兰辛有25所小学.今年兰辛小学一共有247名新生.平均每个学校会有多少人?
水果农场把桔子装在每个箱子里,每箱子装10个.如果他们1天装2650箱,他们有多少个橘子?
艾伦有2080个乐高,她赢了17个.她现在有多少乐高?
阿瑟烤了115个松饼.亚瑟烤的松饼是詹姆斯的12倍.詹姆斯烤了多少松饼?
图书馆有14240个书架.如果每个书架上有8本书,图书馆有多少本书?
219人要去动物园,有3个美味的三明治为每个人的午餐.总共准备了多少个三明治?
我的狗有860块骨头,然后他挖出了367块骨头,他现在有多少块骨头?
杰拉尔丁有2186个玩偶,贾斯敏有1209个.杰拉尔丁有多少个娃娃比贾斯敏多?
乔治上个赛季踢了156个球.本赛季他打入187球.这个赛季他又进了多少球?
凯撒需要为学校读一本563页的书.他已经读了另一本书的147页.他总共要读多少页?
希尔特夫人在星期五的篮球赛上给2436名球迷留下了深刻的印象.如果每个球迷花3美元买一个座位,那么这场比赛的门票销售收入是多少?
5支铅笔重28.3克.一支铅笔有多重?
一家宠物店养了13只暹罗猫和5只家猫.在一次购买中,他们添加了10只猫.他们还剩多少只猫?
拉娜挑选了36朵郁金香、37朵玫瑰和70朵其他的花来制作花束.拉娜选了多少花做花束?
卡罗尔和她妈妈在花园里摘胡萝卜.卡罗尔选了29,她妈妈选了16.如果再选38个,他们有多少坏胡萝卜?
有一次,瑞秋买了价值23美元的涂色本和价值32美元的铅笔.后来,她回来买了总计44美元的工具.她花了多少钱?
内德上学前必须洗9件短袖衬衫和21件长袖衬衫.他已经洗了29件其他衬衫,总共要洗多少件?
艾米的闪存里有4个音乐文件和21个视频文件.如果她还下载了23个图片文件,那么她的u盘里有多少文件?
有39名学生参加学校篮球队的选拔.如果只有4名男生和26名女生被召回,有多少学生没有被录取?
在学校的书展上,萨姆买了13本二手冒险书和17本二手神秘书.如果他还买了15本新书,那他买了多少本书?
“小饭馆”的一名服务员要伺候29名顾客.在午餐高峰期,他又增加了20名顾客.如果有34个顾客进来,他总共有多少顾客?
万圣节的时候,菲伊得到了47块糖果.她姐姐又给了她40块.然后她出去,又得到了25个.菲伊现在有多少块糖果?
在四年级有10个学生在年初.年内新增4名学生,42名新生入学.四年级的学生有多少?
在四年级有42个学生在年初.在这一年里,4名学生离开,10名学生转到五年级.四年级的学生有多少?
奥利弗有33美元,然后他妈妈给了他32美元.他在地上发现了4美元.他有多少钱?
一个花商有37朵玫瑰.如果她多采16朵,然后又多采19朵,她有多少朵玫瑰?
一家书店的议价箱里有41本书.如果他们加了33本书,然后再往箱子里放2本,他们总共有多少本书?
一家书店的议价箱里有41本书.然后他们从箱子里挑出两本书,卖出了33本书.现在垃圾桶里有多少书?
一个服务员有36个顾客要伺候.如果剩下19个顾客,然后剩下14个顾客,他有多少顾客?
有9个人在排队等候碰碰车.如果6个人等得不耐烦离开了,但是有3个人加入了队列,那么在某一时刻有多少人在队列中?
玛丽亚从她的花园里摘了48根胡萝卜.如果她扔掉了15个,第二天又扔掉了11个,她还剩下多少胡萝卜?
一家商店的垃圾桶里有34个橘子.如果再加13个橘子,再加20个橘子,箱子里有多少个橘子?
亚当有5美元.在商店里,他买了一款新游戏,退了2美元.如果他再得到5美元零用钱,他现在有多少钱?
菲伊买了48本涂色书.如果她送出34个,然后再送出3个,她还剩多少?
科迪在游乐场赢了49张票.如果他丢了6张票,然后花了25张票买了一顶帽子,他还能剩下多少张票?
乔治有28只袜子.如果他买了36双新袜子,他爸爸又给了他4双,他会有多少双袜子?
乔治扔掉了28只坏袜子,扔掉了4只不合身的旧袜子,买了36只新袜子,他有多少只袜子
玛丽亚的冰箱里有45瓶水.如果她喝了14瓶,她姐姐喝了8瓶,还剩多少瓶?
在镇上的狂欢节上,比利坐了7次摩天轮,但有3次是免费的.如果每次乘坐花费5张票,他使用了多少张票?
一个服务员有9张桌子,7女3男.服务员平均每桌接待了多少顾客?
伊莎贝尔有两页数学作业和四页阅读作业.如果一共有5道题,平均每页有多少道题?
保罗买了6块巧克力糖果和4块焦糖糖果.如果所有的糖果都放在9个盒子里,那么每个盒子里有多少颗糖果?
保罗买了6盒巧克力糖果.4盒装错了焦糖如果每个盒子里有9块,他总共有多少巧克力糖?
宠物店有6个鸟笼.如果宠物店有6只鹦鹉和2只长尾小鹦鹉,那么平均一个笼子能容纳多少只鸟?
宠物店有6个鸟笼.如果每个笼子里有6只鸟,但是从每个笼子里拿走了2只,那么宠物商店现在有多少只鸟?
保罗在收集易拉罐以便回收利用.周六他装满了6袋,周日又扔掉了3袋.如果每个袋子里有8个罐子,他总共拿了多少罐?
维克多和他的朋友从魔术商店买了6副8美元一副的魔术牌.如果维克多ictor的朋友买了两副牌,他会花多少钱?
梅根在她的网上购物卡里放了八张专辑.她随后删除了2个.如果每张专辑有7首歌,梅根总共买了多少首歌?
菲伊有7条项链要卖,但却送出了3条.如果每条项链卖7美元,她赚了多少钱?
卡莱布省下了21美元,得到了15美元的零用钱.他赌了,赢了6倍的钱.他现在有多少美元?
在一次生日聚会上,杰瑞买了41瓶普通汽水和22瓶无糖汽水.如果他开了9个派对,他一共会买多少瓶汽水?
9个朋友在一家餐厅,还有7个人和他们一起.每个人吃了4个翅膀.这个团体总共消费了多少鸡翅?
一个花瓶能盛六朵花.如果你的47朵花中有7朵康乃馨,如果你把所有的康乃馨拿走,你需要多少个花瓶来装这些花?
一家玩具店有4只巨大的填充熊库存,但他们又收到了一批10只熊.一只熊7美元.如果你想买所有熊的股票,你需要多少钱?
一个厨师需要煮16个土豆.他多已经煮了7个.如果每个土豆煮5分钟,他煮剩下的要多长时间?
当5个玩家加入时,有11个朋友在玩在线视频游戏.如果每个玩家都有5条命,那么他们总共有多少条命?
益智问答团队共有5名成员,但在一场游戏中却没有2名成员出现.如果所有出现的成员总共得到6分,那么每个人得到多少分?
在餐馆,每顿饭要花3美元.如果一群12个成年人和7个孩子进来,一顿饭要花多少钱?
迈克有16个电子游戏,并且增加了8个.如果他想以每款7美元的价格出售游戏,他能赚多少钱?
在集市上,亚当买了13张票.坐完摩天轮后,他决定再买四张票.如果每张票花了9美元,亚当坐摩天轮花了多少钱?
午餐时,一个服务员收了10美元的小费,但他的老板留下了5美元.如果剩余的钱平均分配给包括他自己在内的3个服务器,每个服务器能得到多少?
服务员每给一个顾客小费就得到3美元.午餐时,服务员接待了10位顾客,但其中5位没有给小费.他午饭赚了多少钱?
四月的折扣花正在打折当天的销售额是7美元.如果四月一开始有9朵玫瑰,现在还剩下4朵,她每朵卖了多少钱?
威尔有足够的钱买57个玩具,每个6美元.如果他买了27个玩具,他还剩多少钱?
威尔有57美元.如果他爸爸再给他27美元,他用他所有的钱能买多少个6美元的玩具?
一家宠物店有18只小狗.在一天内,他们以每件5美元的价格卖掉了除了3件以外的所有东西.宠物店卖小狗赚了多少钱?
一家宠物店有18只小狗.在一天内,他们买了3只小狗,把它们全部放进笼子里,每个笼子里有5只.他们用了多少个笼子?
卢克有47件衣服要洗.他带了17个去干洗.如果他按剩余衣服的尺寸洗5件衣服,总共要洗多少件衣服?
爱德华在州博览会上买了79张票.随后,他的父亲又给了他23张罚单.如果每次坐7张票,他能坐多少次?
凯特为学校的糕饼义卖烤了18个小蛋糕.她的哥哥托德烤了8个给凯蒂.如果每个包里放2个纸杯蛋糕,她能做多少个包?
梅根的电脑里有93个文件.她又添加了21个文件,然后将所有文件放入文件夹中,每个文件夹中有8个文件.梅根拿到了多少文件夹?
伊莎贝尔的家庭作业有72道题.她完成了32个.如果每个问题有5个子任务,她需要解决多少个子任务?
佩奇在躲避球比赛中得了11分,而其他队员得了41分.如果队伍中总共有6个人,每个人的平均得分是多少?
共有65名学生在8个不同的学校参加学校的问答比赛.如果每个队有17人没有被选中,那么总共有多少学生参加了这个队?
有65名学生参加学校的智力竞赛队.如果有17个学生参加,学生被分成8组,每组有多少人?
伊莎贝尔为她朋友的婚礼摘了66朵花.她在做花束,每束有8朵花.如果朋友再给伊莎贝尔10朵花,她能做多少束花?
莎拉有9堆万圣节糖果,每堆有108块.她每堆吃了36块,那么她还剩下多少块糖果?
爱德华在出售他以前的游戏.他一开始有35辆,后来卖掉了19辆.如果他把剩下的卖8美元一个,他能赚多少钱?
一家公司邀请了18人参加午宴;又来了12个人.如果他们的桌子每人能坐3个人,他们需要多少张桌子?
一个服务员有44张桌子,但有12张桌子没了.每张桌子有8个顾客,服务员现在有多少顾客?
一个服务员在他的区域有44个顾客,然后12个顾客来了.如果每张桌子有8个人,服务员有几张桌子?
一家商店有40本着色书库存.他们又买了20本书.他们把它们放在架子上,每个架子上有4个.他们用了多少个书架?
迈克的路边水果摊上还有34个桃子.他去果园又摘了86个桃子,把摊子堆满了.他现在有多少个桃子?
莎拉的银行里有49枚25美分硬币.她花了21个25美分.她现在有几个25美分的硬币?
迈克有45张5美元的钞票.他有多少美元?
弗雷德有110颗蓝色弹珠.蒂姆的蓝色弹珠比弗雷德多22倍.蒂姆有多少颗蓝色弹珠?
一所学校有390名学生.如果每个学生学习30小时,完成了多少小时的学习?
玛丽打扫一个家赚46美元.如果她打扫276户人家,她能挣多少美元?
有5个糖果棒.如果分给3个,每个人会得到多少个糖果棒?
南希有7个黑色的气球.如果南希的黑色气球的数量是玛丽的4倍,玛丽有多少个气球?
丹有29个紫色气球.丹的紫色气球比蒂姆多7倍.蒂姆有多少个紫色的气球?
梅兰妮以8美分的价格卖4颗口香糖.一个口香糖球多少钱?
基思喜欢交换卡片.她以每张4.45美元的价格出售了4包数码宝贝卡,并以66美元的价格购买了一副棒球卡.基斯赚了多少钱?
杰西卡花了10.22美元买了一个猫玩具,一个笼子花了11.73美元.猫玩具便宜了多少钱?
阿丽莎的签帐卡上有128美元,在农产品上花了9.85美元.她的结余是多少?
桑迪卖出短裤得到13.99美元,卖出一件衬衫得到12.14美元,进口关税花了7.43美元.桑迪从当天的交易中赚了多少钱?
杰森加入了学校的乐队.他花了142.46美元买了一支长笛,8.89美元买了一个乐谱架,还退了7美元买了一本歌曲书.杰森在音乐商店花了多少钱?
桑迪星期六去购物中心买衣服.她用20美元的钞票买了一件8.25美元的衬衫,另一件衬衫得到了9.24美元的退款.桑迪换了多少零钱?
琼卖了一个猫玩具,得到了8.77美元的报酬,一个笼子花了她10.97美元,外加20美元的钞票.琼收到了多少零钱?
星期五,弗雷德花了5.92美元买了两张电影票.他还花了6.79美元借了一部电影,花了20美元买了食物.弗雷德付了多少钱?
星期五,弗雷德花了5.92美元买了两张电影票.他还赢得了6.79美元的抽奖.弗雷德付了20美元.还有多少钱留给弗雷德?
桑迪买了一些玩具.她花9.14美元买了一个足球,花6.81美元买了一个棒球.她还剩20美元.她一开始有多少钱?
桑迪买了一些玩具.她以9.14美元的价格卖了一个足球,以6.81美元的价格买了一个20美元的棒球.他买东西时换了多少钱?
克里斯蒂娜的银行账户里有26935美元,但取出了69美元.她的账户里还有多少钱?
达纳周五赚了9美元,周六10美元,周日3美元.如果她在3天内工作了13个小时,她的时薪是多少?
坦纳9月份存了48美元,10月份花了17美元.他11月份存了25美元.然后坦纳花了49美元买了个电子游戏.坦纳还剩多少钱?
有6个红球和8个黄球.每个红球值6分.黄球的分数,是每分18个黄球.用这些球可以获得多少积分?
凯莉的妈妈给她钱去购物.她花910美元买了一条牛仔裤,24美元买了一件毛衣,6美元买了一件t恤,11美元买了一双鞋.嘉莉花了多少钱?
凯莉的妈妈给了她91美元让她去购物.她以24美元卖了一件毛衣,6美元卖了一件t恤,11美元买了一双鞋.凯莉还剩多少钱?
凯莉的妈妈给了她91美元让她去购物.她花24美元买了一件毛衣,退还了一件6美元的t恤,花11美元买了一双鞋.凯莉还剩多少钱?
凯莉的妈妈给了她91美元买东西.在一家商店里,她花了6美元买了一件衬衫,结果错退了24美元.之后,她又花了11美元买鞋.嘉莉现在有多少钱?
凯莉在收集硬币.她从她的小猪存钱罐里得到了15枚硬币,从她哥哥那里得到了13枚硬币.她的父亲给了凯莉8个硬币.劳拉给了凯莉21枚硬币.凯莉还剩下多少个硬币?
贾斯汀买了61个纸盘子为生日聚会.他已经有26个蓝色车牌和7个红色车牌了.贾斯汀一共有多少个盘子?
贾斯汀为生日派对准备了61个纸盘子.他已经打碎了7个红色盘子,从约翰那里收到了26个蓝色盘子.贾斯汀一共有多少个盘子?
马克的父亲给了他85美元.马克卖了10本书,每本5美元.马克还剩多少钱?
伊莉斯8美元.然后,她从零用钱中省下13美元,以2美元的价格把一本漫画书和18美元的拼图卖给了她的哥哥.伊莉斯有多少钱?
伊莉斯8美元.然后她从零用钱中省下13美元,花2美元买了一本漫画书,卖了18美元.伊莉斯还剩多少钱?
伊莉斯8美元.然后,她从零用钱中省下13美元,用18美元买了一个拼图,得到了2美元的折扣.伊莉斯还剩多少钱?
赛斯买了20盒冰淇淋和2盒酸奶.每盒冰淇淋6美元,每盒酸奶1美元.赛斯在冰淇淋和酸奶上花了多少钱?
文森特买了10本关于动物的书,1本关于外太空的书,3本关于火车的书.他总共花了16美元买了所有的书.一本书的平均价格是多少?
文森特买了10本关于动物的书和1本关于外太空的书.他卖了3本关于火车的书.每本书的价格是16美元.文森特在书店花了多少钱?
玛丽有9个黄色的弹珠.她给了琼3个黄色的弹珠.玛丽还剩下多少个黄色弹珠?
亚当买了9包猫粮,每包10罐.此外,他还买了7包狗粮,每包5罐.他一共有多少罐宠物食品?
文斯乘公共汽车去学校的路程是0.625英里,扎卡里乘公共汽车的路程是0.5英里.他们的总里程是多少?
布莱恩的工作就是把书收起来.如果他要在9个书架上平均放56本书,他会在每个书架上放多少本书?
如果布莱恩去过的四大洲都有书,他收集了122本书,平均每个大洲有多少本书?
在收获6天后,刘易斯发现他们有83袋橙子.他们每天收获多少袋橘子?
第一幕包括用28个小丑填充5辆小丑车.每个小丑的手机里会塞多少个小丑?
如果你有378个球,一个玩杂耍的人可以同时玩6个球,你需要多少个杂耍的人?
杰克有一个专区,里面全是短篇小说小册子.如果短篇故事部分有49本小册子,杰克需要将它们平均分给9个朋友,那么每个人最后会得到多少本?
莱西的弟弟帮忙捡起莱西房间里所有的回形针.他收集了81个回形针.如果他想要9倍的数量,他会有多少个回形针?
克里斯蒂安的妈妈准备了柠檬水.每一罐柠檬水可以盛五杯.如果她准备了30个水罐,能盛多少杯柠檬水?
希拉有6个喜欢收集动物图画的邻居.如果她给每个邻居54个,她给了多少?
海莉最亲密的9个朋友喜欢贴纸.如果她打算给所有的72个贴纸,她需要多少贴纸?
当亲戚们拜访海莉和她的家人时,她和她的表亲们会做折纸.她给6个表兄弟每人发了48张纸.她分发了多少份论文?
贝蒂买了88个手镯,每个手镯上都有8颗粉色的花石.她总共有多少颗粉色的花石?
香农正在做手镯.如果她需要做48个手链,每个手链上有8颗心形的石头,那么总共需要多少颗呢?
